1069,0,1488667812,1488668198,0
1070,0,1488667811,1488668219,0
1071,0,1488668089,1488668205,1
1078,0,1488668905,1488669419,0
1082,0,1488668935,1488669438,0
1083,0,1488668863,1488668881,1
1084,0,1488668844,1488668889,1
1085,0,1488668839,1488668907,1
1086,0,1488668805,1488668907,1
1087,0,1488669029,1488669476,0
1088,0,1488669053,1488669506,0
1089,0,1488669058,1488669537,0
1090,0,1488669019,1488669511,0
1091,0,1488669019,1488669535,0
1092,0,1488669541,1488669625,1
1093,0,1488669566,1488669654,1
1094,0,1488669510,1488669546,1
1095,0,1488669531,1488669562,1
1096,0,1488669531,1488669586,1
1097,0,1488669564,1488669586,1
1098,0,1488669586,1488669709,1
1099,0,1488669556,1488669583,1
1101,0,1488669974,1488670109,1
1102,0,1488669974,1488670109,1
1103,0,1488669988,1488670123,1
1104,0,1488670007,1488670123,1
1105,0,1488670040,1488670154,1
1106,0,1488670018,1488670183,1
1107,0,1488670018,1488670183,1
1108,0,1488670572,1488670603,1
1109,0,1488670581,1488670617,1
1110,0,1488670581,1488670613,1
1111,0,1488670563,1488670616,1
1112,0,1488670563,1488670616,1
1113,0,1488670593,1488670634,1
1114,0,1488670625,1488670634,1
1115,0,1488670630,1488670634,1
1116,0,1488670606,1488670621,1
1117,0,1488670606,1488670621,1
1118,0,1488670606,1488670621,1
1119,0,1488670970,1488671048,1
1120,0,1488671015,1488671070,1
1121,0,1488671019,1488671070,1
1122,0,1488671040,1488671070,1
1123,0,1488671015,1488671078,1
1124,0,1488671015,1488671060,1
1125,0,1488671340,1488671429,1
1126,0,1488671340,1488671514,1
1127,0,1488671364,1488671514,1
1128,0,1488671380,1488671531,1
1129,0,1488671357,1488671552,1
688,0,1488645091,1488645197,1
689,0,1488645095,1488645218,1
690,0,1488645091,1488645218,1
691,0,1488645087,1488645218,1
692,0,1488645087,1488645233,1
693,0,1488645460,1488645847,0
694,0,1488645500,1488645859,0
695,0,1488645511,1488645834,0
696,0,1488645546,1488645849,0
697,0,1488645601,1488645849,0
698,0,1488645608,1488645867,0
699,0,1488645612,1488645866,0
700,0,1488645609,1488645887,0
701,0,1488645897,1488646271,0
702,0,1488645900,1488646321,0
703,0,1488645950,1488646318,0
704,0,1488645965,1488646338,0
706,0,1488645945,1488646368,0
707,0,1488646545,1488646599,1
708,0,1488646545,1488646599,1
709,0,1488646571,1488646610,1
710,0,1488646593,1488646610,1
711,0,1488646548,1488646619,1
712,0,1488646548,1488646631,1
713,0,1488646598,1488646652,1
714,0,1488646633,1488646652,1
715,0,1488646633,1488646652,1
725,0,1488647226,1488647420,1
726,0,1488647198,1488647451,0
742,0,1488648718,1488648832,1
743,0,1488648701,1488648842,1
754,0,1488648997,1488649222,1
757,0,1488649746,1488650066,0
758,0,1488649746,1488650095,0
759,0,1488649729,1488650079,0
761,0,1488649768,1488650094,0
763,0,1488649784,1488650114,0
764,0,1488649756,1488650145,0
765,0,1488649763,1488650150,0
766,0,1488649763,1488650150,0
767,0,1488649863,1488650150,0
768,0,1488649863,1488650182,0
769,0,1488649919,1488650177,0
770,0,1488649953,1488650211,0
771,0,1488649953,1488650197,0
772,0,1488649983,1488650213,1
773,0,1488649983,1488650240,0
774,0,1488650119,1488650240,1
775,0,1488650112,1488650240,1
776,0,1488650376,1488650397,1
777,0,1488650419,1488650694,0
778,0,1488650435,1488650719,0
779,0,1488650465,1488650705,0
780,0,1488650459,1488650715,0
813,0,1488652620,1488652722,1
814,0,1488652620,1488652728,1
815,0,1488652620,1488652745,1
816,0,1488652620,1488652745,1
817,0,1488652620,1488652695,1
818,0,1488652620,1488652689,1
819,0,1488652620,1488653078,0
820,0,1488652620,1488653084,0
821,0,1488652620,1488653101,0
822,0,1488652620,1488653101,0
823,0,1488652620,1488653101,0
824,0,1488652620,1488653061,0
825,0,1488652620,1488653602,0
826,0,1488652620,1488653596,0
827,0,1488652620,1488653640,0
828,0,1488652620,1488653626,0
829,0,1488652620,1488653642,0
830,0,1488652620,1488653665,0
831,0,1488652620,1488653665,0
832,0,1488652620,1488653665,0
833,0,1488652620,1488653621,0
834,0,1488652620,1488653621,0
835,0,1488652620,1488653863,0
836,0,1488652620,1488653798,0
837,0,1488652620,1488654478,0
838,0,1488652620,1488654445,0
839,0,1488652620,1488654471,0
840,0,1488652620,1488654462,0
841,0,1488652620,1488654493,0
842,0,1488652620,1488654478,0
843,0,1488652620,1488654502,0
844,0,1488652620,1488654524,0
845,0,1488652620,1488654524,0
846,0,1488652620,1488654524,0
847,0,1488652620,1488654460,0
848,0,1488652620,1488654460,0
849,0,1488652620,1488654657,0
850,0,1488652620,1488654627,0
851,0,1488652620,1488654627,0
852,0,1488652620,1488654856,0
853,0,1488652620,1488654812,0
854,0,1488652620,1488655467,0
855,0,1488652620,1488655474,0
856,0,1488652620,1488655474,0
857,0,1488652620,1488655495,0
858,0,1488652620,1488655495,0
859,0,1488652620,1488655517,0
860,0,1488652620,1488655517,0
861,0,1488652620,1488655549,0
862,0,1488652620,1488655576,0
863,0,1488652620,1488656391,0
899,0,1488658063,1488658080,1
900,0,1488658063,1488658080,1
901,0,1488658086,1488658226,1
902,0,1488658134,1488658328,1
903,0,1488658166,1488658325,1
904,0,1488658109,1488658354,0
905,0,1488658131,1488658347,1
906,0,1488658131,1488658347,1
907,0,1488658171,1488658378,1
908,0,1488658198,1488658396,1
909,0,1488658182,1488658426,0
910,0,1488658182,1488658426,0
911,0,1488658499,1488658533,1
912,0,1488658520,1488658533,1
913,0,1488658551,1488658814,0
914,0,1488658573,1488658800,1
915,0,1488658553,1488658804,0
916,0,1488658553,1488658824,0
917,0,1488658840,1488659360,0
918,0,1488658857,1488659360,0
919,0,1488658878,1488659399,0
920,0,1488658857,1488659436,0
921,0,1488658857,1488659413,0
923,0,1488659457,1488659578,1
924,0,1488659442,1488659473,1
925,0,1488659406,1488659462,1
926,0,1488659406,1488659479,1
927,0,1488659431,1488659479,1
928,0,1488659461,1488659524,1
929,0,1488659461,1488659524,1
930,0,1488659489,1488659524,1
931,0,1488659461,1488659492,1
932,0,1488660003,1488660263,0
933,0,1488659994,1488660251,0
934,0,1488660010,1488660273,0
935,0,1488659957,1488660244,0
936,0,1488659977,1488660265,0
937,0,1488660002,1488660257,0
938,0,1488660010,1488660264,0
939,0,1488660016,1488660264,0
940,0,1488660016,1488660288,0
941,0,1488660454,1488660739,0
942,0,1488660401,1488660764,0
943,0,1488660414,1488660735,0
944,0,1488660414,1488660735,0
945,0,1488660440,1488660751,0
946,0,1488660458,1488660775,0
947,0,1488660439,1488660761,0
948,0,1488660864,1488660977,1
949,0,1488660808,1488660977,1
1126,1,1488498495,1488498570,1
605,1,1488467219,1488467271,1
606,1,1488467221,1488467227,1
607,1,1488467221,1488467227,1
1120,1,1488497969,1488497998,1
1121,1,1488498307,1488498338,1
1122,1,1488498307,1488498366,1
1106,1,1488497188,1488497284,1
1107,1,1488497689,1488497729,1
1108,1,1488497689,1488497724,1
1109,1,1488497653,1488497738,1
1110,1,1488497653,1488497747,1
1111,1,1488497681,1488497747,1
1112,1,1488497709,1488497772,1
1113,1,1488497719,1488497772,1
1114,1,1488497753,1488497772,1
1115,1,1488497732,1488497992,0
1116,1,1488497732,1488498022,0
1117,1,1488497978,1488498022,1
1118,1,1488498001,1488498025,1
1119,1,1488497969,1488497998,1
608,1,1488467496,1488467519,1
609,1,1488467517,1488467519,1
610,1,1488467537,1488467664,1
611,1,1488467513,1488467664,1
612,1,1488467692,1488467865,1
613,1,1488467692,1488467893,1
614,1,1488467692,1488467894,1
615,1,1488467846,1488467894,1
616,1,1488467862,1488467979,1
617,1,1488467831,1488467979,1
1130,1,1488498771,1488498772,1
1131,1,1488498794,1488498920,1
1132,1,1488498774,1488498921,1
621,1,1488468208,1488468329,1
622,1,1488468228,1488468329,1
1135,1,1488499064,1488499140,1
1136,1,1488499091,1488499140,1
1137,1,1488499064,1488499140,1
1138,1,1488499064,1488499105,1
627,1,1488468635,1488468677,1
1140,1,1488499360,1488499571,1
1141,1,1488499372,1488499529,1
1142,1,1488499371,1488499529,1
1143,1,1488499371,1488499534,1
632,1,1488468971,1488469105,1
1145,1,1488499608,1488499647,1
1146,1,1488499595,1488499655,1
1147,1,1488500003,1488500193,1
1148,1,1488499947,1488500193,1
1149,1,1488499970,1488500202,1
638,1,1488469250,1488469282,1
639,1,1488469265,1488469282,1
640,1,1488469243,1488469250,1
641,1,1488469243,1488469250,1
642,1,1488469552,1488469673,1
643,1,1488469564,1488469694,1
644,1,1488469569,1488469694,1
645,1,1488469549,1488469722,1
646,1,1488469549,1488469722,1
647,1,1488469819,1488469912,1
648,1,1488469835,1488469926,1
649,1,1488469858,1488469926,1
650,1,1488469834,1488469926,1
651,1,1488470321,1488470325,1
652,1,1488470315,1488470339,1
653,1,1488470277,1488470325,1
654,1,1488470277,1488470333,1
655,1,1488470293,1488470350,1
1134,1,1488499041,1488499119,1
618,1,1488468168,1488468297,1
623,1,1488468199,1488468329,1
624,1,1488468407,1488468513,1
619,1,1488468168,1488468301,1
625,1,1488468422,1488468513,1
626,1,1488468392,1488468513,1
1139,1,1488499340,1488499546,1
628,1,1488468653,1488468677,1
629,1,1488468666,1488468677,1
620,1,1488468185,1488468309,1
630,1,1488468635,1488468645,1
631,1,1488468971,1488469099,1
1144,1,1488499590,1488499647,1
633,1,1488468997,1488469118,1
634,1,1488469016,1488469118,1
635,1,1488469039,1488469136,1
636,1,1488469009,1488469136,1
637,1,1488469230,1488469282,1
1150,1,1488499992,1488500218,1
1151,1,1488500004,1488500213,1
1152,1,1488500025,1488500230,1
1153,1,1488500009,1488500254,1
779,1,1488477588,1488477977,0
780,1,1488477588,1488477975,0
781,1,1488477960,1488477980,1
782,1,1488477960,1488477997,1
783,1,1488477978,1488477997,1
784,1,1488478009,1488478142,1
785,1,1488478028,1488478167,1
786,1,1488477996,1488478167,1
787,1,1488478317,1488478336,1
788,1,1488478327,1488478359,1
789,1,1488478327,1488478359,1
790,1,1488478353,1488478359,1
791,1,1488478333,1488478348,1
792,1,1488478333,1488478341,1
793,1,1488478857,1488478978,1
794,1,1488478845,1488478978,1
795,1,1488478878,1488478959,1
796,1,1488478824,1488478962,1
797,1,1488478856,1488478958,1
798,1,1488478856,1488478962,1
799,1,1488478891,1488478980,1
800,1,1488478919,1488478980,1
801,1,1488478893,1488478980,1
802,1,1488478893,1488478942,1
803,1,1488479039,1488479253,1
804,1,1488479039,1488479253,1
805,1,1488479383,1488479387,1
806,1,1488479394,1488479883,0
